Protein	Beg	End	Reference
MIR302D	56693721	56693789	chr4
MIR367	56693857	56693929	chr4
C4H4ORF21	56706470	56730555	chr4
NEUROG2	56735013	56735648	chr4
ALPK1	56780151	56742101	chr4
TIFA	56780100	56785627	chr4
AP1AR	56808875	56790336	chr4
LOC101747403	56840750	56846693	chr4
LOC101747366	56994180	56854454	chr4
PITX2	57404743	57408773	chr4
ENPEP	57469294	57434863	chr4
ELOVL6	57576635	57599329	chr4
EGF	57683454	57631763	chr4
LRIT3	57709390	57697869	chr4
RRH	57722205	57711091	chr4
GAR1	57730741	57726208	chr4
CFI	57731319	57744127	chr4
PLA2G12A	57745855	57751945	chr4
CASP6	57754986	57763765	chr4
CCDC109B	57791346	57764141	chr4
PDLIM5	57807176	57923547	chr4
BMPR1B	57960584	58196338	chr4
UNC5C	58447083	58208189	chr4
MIR122B	58317597	58317521	chr4
LOC100859410	58857099	58856011	chr4
RAP1GDS1	59298214	59387367	chr4
TSPAN5	59447004	59390223	chr4
LOC101748470	59479349	59489206	chr4
EIF4E	59516452	59497911	chr4
LOC101748510	59529097	59523498	chr4
METAP1	59539393	59553267	chr4
ADH5	59563863	59556245	chr4
LOC101748644	59563969	59575973	chr4
ADH6	59582899	59579735	chr4
LOC100857280	59590032	59584735	chr4
ADH1C	59604872	59594458	chr4
C4ORF17	59608847	59619886	chr4
TRMT10A	59634567	59624696	chr4
MTTP	59638502	59665944	chr4
LOC101748960	59676549	59671137	chr4
LOC101748999	59684743	59694782	chr4
MIR1814	59705671	59705744	chr4
DAPP1	59708679	59730689	chr4
LAMTOR3	59735861	59731641	chr4
DNAJB14	59763390	59737754	chr4
LOC101749041	59754469	59750235	chr4
H2AFZ	59766622	59764346	chr4
LOC426710	59773542	59777143	chr4
EMCN	59835569	59792191	chr4
LOC101749633	59858895	59846257	chr4
LOC101749683	59887624	59873724	chr4
PPP3CA	60087869	59910293	chr4
BANK1	60176280	60307698	chr4
SLC39A8	60360927	60339873	chr4
NFKB1	60395342	60452383	chr4
MANBA	60506986	60457410	chr4
UBE2D3	60527171	60519161	chr4
CISD2	60553186	60559586	chr4
NHEDC2	60583243	60559684	chr4
BDH2	60595871	60582109	chr4
CENPE	60634920	60598360	chr4
RSPH4A	60643557	60636093	chr4
C4H4ORF47	60645218	60653065	chr4
CCDC110	60660287	60653808	chr4
PDLIM3	60692576	60671677	chr4
SORBS2	60848345	60705378	chr4
LOC101751449	60720568	60716790	chr4
LOC101751540	60900057	60869911	chr4
TLR3	60925661	60930675	chr4
FAM149A	60933948	60961783	chr4
CYP4V2	60965225	60978171	chr4
F11	60984414	61001540	chr4
LOC101751736	61076628	61073470	chr4
LOC101751778	61091502	61158071	chr4
MTNR1A	61276241	61227165	chr4
FAT1	61407301	61304790	chr4
LOC101752066	61678315	61688700	chr4
FRG1	62371922	62379901	chr4
ASAH1	62385166	62400381	chr4
LOC428778	62405541	62413016	chr4
PCM1	62454503	62416629	chr4
FGL1	62462116	62480683	chr4
LOC769155	62496242	62481587	chr4
MTUS1	62523899	62607677	chr4
PDGFRL	62630553	62610795	chr4
SLC7A2	62652254	62636730	chr4
MIR1605	62660932	62660845	chr4
MTMR7	62695138	62742844	chr4
FET1	62713888	62711219	chr4
VPS37A	62757100	62744338	chr4
CNOT7	62758274	62777685	chr4
ZDHHC2	62814550	62785432	chr4
EFHA2	62869501	62821594	chr4
FGF20	62875531	62879751	chr4
LOC422737	63099848	63110664	chr4
TUSC3	63341620	63229774	chr4
SGCZ	63469438	63823970	chr4
MIR383	63595605	63595677	chr4
DLC1	63937310	64196794	chr4
KIAA1456	64318034	64216761	chr4
LONRF1	64323170	64338063	chr4
PAICS	64350008	64342655	chr4
PPAT	64350351	64392717	chr4
AASDH	64394302	64417345	chr4
KIAA1211	64475888	64416091	chr4
CEP135	64564294	64531271	chr4
EXOC1	64589824	64564750	chr4
LOC101749429	64590323	64591485	chr4
NMU	64646260	64657895	chr4
PDCL2	64659125	64664542	chr4
CLOCK	64695956	64718266	chr4
TMEM165	64735334	64727115	chr4
SRD5A3	64744644	64738408	chr4
LOC101749684	64752235	64765160	chr4
KDR	64794199	64821866	chr4
KIT	64930638	64878572	chr4
LOC101749762	64997359	64997896	chr4
PDGFRA	65031785	65007262	chr4
LOC100857440	65031777	65045274	chr4
GSX2	65070792	65069362	chr4
CHIC2	65084141	65105382	chr4
LNX1	65260913	65329723	chr4
FIP1L1	65366552	65329798	chr4
SCFD2	65371801	65552332	chr4
RASL11B	65557558	65553866	chr4
LOC422757	65589637	65587306	chr4
USP46	65597470	65624465	chr4
LOC101750749	65668917	65680787	chr4
SPATA18	65771219	65750878	chr4
SGCB	65771641	65777574	chr4
LRRC66	65777660	65786781	chr4
DCUN1D4	65829005	65794319	chr4
CWH43	65859416	65834969	chr4
OCIAD1	65892278	65877664	chr4
FRYL	65892278	66050464	chr4
ZAR1	66054120	66052272	chr4
SLC10A4	66056599	66054913	chr4
SLAIN2	66094808	66067672	chr4
TEC	66112142	66153921	chr4
TXK	66155236	66174461	chr4
NIPAL1	66186173	66176551	chr4
CNGA1	66191898	66199387	chr4
NFXL1	66200640	66244748	chr4
CORIN	66247187	66370611	chr4
ATP10D	66411987	66373481	chr4
COMMD8	66423365	66427153	chr4
LOC770479	66526878	66427244	chr4
GABRA4	66540446	66576504	chr4
LOC101747851	66624036	66627124	chr4
GABRA2	66675260	66730729	chr4
GABRG1	66760466	66811781	chr4
LOC101748158	66932948	66943430	chr4
GNPDA2	67202451	67209903	chr4
GUF1	67227193	67206959	chr4
YIPF7	67246429	67259904	chr4
KCTD8	67298674	67383830	chr4
LOC101748730	67597567	67603754	chr4
GRXCR1	67715506	67661265	chr4
ATP8A1	67757367	67851142	chr4
SHISA3	67856587	67854581	chr4
BEND4	67900127	67929896	chr4
SLC30A9	67962941	67935832	chr4
LOC101749278	67964736	67965875	chr4
TMEM33	67983745	67969988	chr4
PHOX2B	68047863	68051368	chr4
LIMCH1	68229999	68065266	chr4
UCHL1	68256674	68252451	chr4
APBB2	68269167	68422261	chr4
NSUN7	68437865	68422128	chr4
LOC101749763	68437923	68454955	chr4
LOC101748066	68480351	68474958	chr4
RBM47	68475067	68549047	chr4
CHRNA9	68578711	68574227	chr4
LOC100858187	68593045	68595029	chr4
RHOH	68626497	68608927	chr4
N4BP2	68673504	68635593	chr4
LOC101751352	68673253	68679348	chr4
PDS5A	68691491	68762129	chr4
UBE2K	68796204	68775901	chr4
C4ORF34	68824086	68863300	chr4
LOC101751520	68864855	68867587	chr4
UGDH	68868809	68884495	chr4
LIAS	68898612	68886753	chr4
RPL9	68898676	68904553	chr4
KLB	68921649	68904472	chr4
RFC1	68926121	68962440	chr4
WDR19	69000830	68961609	chr4
KLHL5	69035114	69001036	chr4
TMEM156	69050724	69079213	chr4
FAM114A1	69115890	69084747	chr4
TLR1LB	69116714	69122643	chr4
TLR1LA	69128724	69134058	chr4
KLF3	69164875	69144172	chr4
LOC101752243	69272492	69256947	chr4
LOC101752278	69291996	69283389	chr4
TBC1D1	69402524	69306051	chr4
PGM2	69425744	69408717	chr4
LOC101752311	69444735	69435458	chr4
RELL1	69444999	69466051	chr4
C4H4orf19	69516896	69475753	chr4
KIAA1239	69573927	69522598	chr4
LOC768995	69583711	69595828	chr4
DTHD1	69796531	69780914	chr4
ARAP2	69814445	69924962	chr4
LOC101748093	70118790	70084901	chr4
LOC101747537	70156042	70536466	chr4
LOC101748047	70184275	70199362	chr4
LOC101748135	70553627	70592633	chr4
LOC101748280	70650135	70661373	chr4
LOC101748226	70681142	70696646	chr4
LOC101748179	70710847	70724813	chr4
LOC101748330	70791752	70786434	chr4
LOC101748364	70940810	70968408	chr4
LOC101748413	71167762	71180218	chr4
PCDH7	71441250	71182921	chr4
LOC101748804	71639819	71663135	chr4
LOC100858645	71882873	71946253	chr4
LOC101748879	72353911	72354979	chr4
LOC101748922	72476482	72462712	chr4
LOC101748961	72550712	72544896	chr4
STIM2	72741580	72683250	chr4
TBC1D19	72801083	72756101	chr4
CCKAR	72818063	72824909	chr4
RBPJ	72930121	72836464	chr4
LOC101749235	72983751	72981839	chr4
C4H4ORF52	72991472	72987531	chr4
SEL1L3	72992339	73024114	chr4
SLC34A2	73055614	73038472	chr4
ANAPC4	73110519	73093427	chr4
ZCCHC4	73121099	73110582	chr4
PI4K2B	73139077	73122270	chr4
SEPSECS	73142698	73165471	chr4
LGI2	73182464	73202652	chr4
LOC101750006	73210610	73208773	chr4
CCDC149	73226200	73276643	chr4
SOD3	73281662	73280213	chr4
LOC422811	73304220	73307546	chr4
DHX15	73318424	73359649	chr4
PPARGC1A	73626292	73688018	chr4
LOC101750484	73696335	73712876	chr4
LOC422816	73769710	73858423	chr4
LOC100859028	73988890	73953775	chr4
GPR125	74015049	74071512	chr4
LOC101750685	74116146	74137748	chr4
KCNIP4	74152964	74523916	chr4
PACRGL	74539587	74524779	chr4
LOC101750783	74544168	74551792	chr4
SLIT2	74803058	74558720	chr4
MIR218-1	74617915	74617807	chr4
LOC101750862	75189763	75071042	chr4
LOC101750905	75364515	75323498	chr4
LCORL	75401346	75452145	chr4
NCAPG	75503024	75480116	chr4
FAM184B	75503159	75550836	chr4
MED28	75553275	75551464	chr4
LAP3	75565346	75553554	chr4
CLRN2	75574079	75569497	chr4
QDPR	75574425	75583313	chr4
LDB2	75756866	75959593	chr4
MIR1602	75836469	75836559	chr4
TAPT1	76020862	76059714	chr4
LOC101751714	76086056	76092026	chr4
PROM1	76091906	76143458	chr4
FGFBP2	76145971	76147820	chr4
LOC101751779	76161185	76159433	chr4
FGFBP1	76161303	76163843	chr4
CD38	76201414	76182201	chr4
BST1	76230770	76216446	chr4
FBXL5	76233681	76267453	chr4
CC2D2A	76314448	76269164	chr4
LOC101751883	76315090	76319748	chr4
C1QTNF7	76371196	76323327	chr4
CPEB2	76456155	76407832	chr4
LOC101747285	76464218	76482658	chr4
LOC101748414	76600045	76599482	chr4
LOC101747383	76627001	76724876	chr4
LOC101747435	76790260	76789695	chr4
LOC101747482	76877001	76872843	chr4
LOC101747519	76917340	76915214	chr4
BOD1L	76956998	76993864	chr4
LOC770295	77002563	76999577	chr4
NKX3-2	77005038	77005868	chr4
RAB28	77025195	77086138	chr4
LOC101747852	77428305	77420095	chr4
HS3ST1	77615711	77625445	chr4
LOC101748180	77773169	77794590	chr4
LOC101748527	77799183	77814967	chr4
LOC100859362	77815670	77832529	chr4
ZNF518B	77842752	77831285	chr4
LOC101748227	77886117	77873294	chr4
WDR1	77886217	77906197	chr4
SLC2A9	77952642	78039071	chr4
SPATA2L	78072134	78070165	chr4
OTOP1	78095785	78082224	chr4
TMEM128	78102028	78096382	chr4
LOC101748391	78102132	78110931	chr4
LYAR	78120647	78113116	chr4
ZBTB49	78120653	78138280	chr4
NSG1	78156291	78176878	chr4
STX18	78233349	78178454	chr4
MSX1	78388244	78390733	chr4
CYTL1	78464016	78461334	chr4
STK32B	78489819	78638041	chr4
EVC2	78729765	78666851	chr4
EVC	78729843	78781876	chr4
CRMP1	78829650	78787363	chr4
LOC422853	78911504	78838008	chr4
MIR1701	78845758	78845682	chr4
JAKMIP1	79041807	78913096	chr4
WFS1	79066015	79099246	chr4
LOC101749258	79107148	79111455	chr4
PPP2R2C	79287048	79112517	chr4
MAN2B2	79289514	79316471	chr4
LOC770881	79320639	79328427	chr4
KIAA0232	79387359	79436813	chr4
LOC101750062	79442212	79437432	chr4
LOC101750104	79476608	79465647	chr4
TBC1D14	79476701	79504654	chr4
CCDC96	79510932	79509174	chr4
TADA2B	79511013	79516668	chr4
GRPEL1	79523755	79517349	chr4
LOC101750215	79607781	79609249	chr4
SORCS2	79740805	80104054	chr4
AFAP1	80172933	80114458	chr4
ABLIM2	80370013	80232934	chr4
SH3TC1	80381736	80409028	chr4
HTRA3	80438231	80461828	chr4
ACOX3	80551836	80516700	chr4
METTL19	80551890	80564859	chr4
LOC101750928	80624002	80628429	chr4
GPR78	80725405	80733068	chr4
CPZ	80746789	80780572	chr4
SOHO-1	80968631	80966372	chr4
HMX1	80977707	80975045	chr4
LOC422872	80978613	80980843	chr4
ADRA2C	81143378	81138582	chr4
LOC100859381	81178926	81178438	chr4
LOC101751183	81238148	81240907	chr4
LOC101751254	81267030	81276701	chr4
LOC101751220	81401168	81343556	chr4
LRPAP1	81411667	81420730	chr4
DOK7	81491248	81431543	chr4
HGFAC	81535793	81494642	chr4
RGS12	81631889	81549952	chr4
C4H4ORF44	81682708	81642301	chr4
HTT	81773478	81695894	chr4
GRK4	81810730	81780286	chr4
NOP14	81810957	81832280	chr4
MFSD10	81835253	81860398	chr4
ADD1	81918087	81861183	chr4
SH3BP2	81959922	81924387	chr4
LOC101747460	81999618	81993124	chr4
TNIP2	82006390	82013939	chr4
LOC101747497	82028617	82014909	chr4
FAM193A	82097823	82053842	chr4
RNF4	82159325	82143273	chr4
LOC422887	82209679	82161548	chr4
ZFYVE28	82210055	82352587	chr4
MXD4	82408395	82444459	chr4
LOC101748256	82411737	82414662	chr4
POLN	82454000	82544019	chr4
HAUS3	82454288	82461934	chr4
NAT8L	82593772	82564339	chr4
LOC101748471	82663281	82655219	chr4
LOC422894	82694865	82682994	chr4
LOC422895	82713128	82700142	chr4
LOC101748783	82738321	82721480	chr4
WHSC2	82738354	82761649	chr4
MUC13	82764359	82778441	chr4
WHSC1	82850293	82780495	chr4
LOC101748981	82854368	82872014	chr4
LETM1	82881866	82904991	chr4
FGFR3	83025590	82974031	chr4
LOC101749105	83152729	83165070	chr4
LOC101749154	83169874	83173847	chr4
LOC101749199	83303523	83316413	chr4
LOC101749236	83398914	83392126	chr4
LOC101749280	83399147	83399716	chr4
TACC3	83469111	83450303	chr4
TMEM129	83472173	83479541	chr4
LOC422901	83481498	83493431	chr4
SLBP	83495621	83502372	chr4
FAM53A	83538377	83605614	chr4
LOC101749562	83637180	83643099	chr4
LOC101749608	83691313	83682791	chr4
LOC101749667	83692959	83723653	chr4
NKX1-1	83983687	83988692	chr4
UVSSA	84047319	83999393	chr4
LOC101749812	84052833	84056686	chr4
MAEA	84106431	84060268	chr4
LOC101749862	84195673	84190298	chr4
CTBP1	84265921	84328724	chr4
LOC101749903	84365368	84373378	chr4
SPON2	84449570	84465301	chr4
LOC422906	84469257	84474520	chr4
RNF212	84475100	84494246	chr4
LOC101750322	84534973	84551815	chr4
LOC101750413	84627423	84569806	chr4
LOC100859899	84589296	84584996	chr4
FGFRL1	84795926	84630673	chr4
ATOH8	84891803	84927173	chr4
ST3GAL5	84971108	84950278	chr4
POLR1A	85030383	84999980	chr4
PTCD3	85030466	85045342	chr4
IMMT	85059057	85046209	chr4
MRPL35	85059141	85066523	chr4
REEP1	85123953	85064109	chr4
KDM3A	85139411	85166935	chr4
CHMP3	85173467	85169455	chr4
RNF103	85192537	85175050	chr4
LOC101751091	85197492	85219605	chr4
RMND5A	85197664	85218877	chr4
CD8A	85235468	85223427	chr4
LOC101747979	85230444	85238022	chr4
LOC101747914	85250883	85230972	chr4
LOC771798	85240590	85237788	chr4
LOC771804	85250236	85247158	chr4
LOC100857752	85259547	85256768	chr4
LOC771819	85269673	85260490	chr4
CD8A	85275909	85271721	chr4
LOC100857817	85286472	85281878	chr4
LOC100857839	85293286	85288938	chr4
LOC101752184	85302822	85299573	chr4
LOC422922	85320259	85316612	chr4
LOC100857871	85340420	85337247	chr4
LOC100857906	85350180	85347296	chr4
LOC771845	85358320	85353692	chr4
LOC777408	85373648	85368849	chr4
LOC422923	85379382	85375416	chr4
LOC771871	85385081	85379927	chr4
LOC771880	85400495	85391474	chr4
LOC100858172	85422030	85419226	chr4
LOC101749090	85428770	85426639	chr4
CD8B	85446215	85441123	chr4
LOC422926	85449698	85458910	chr4
LOC101748048	85449722	85452152	chr4
LOC101748113	85478160	85463855	chr4
SMYD1	85479661	85501396	chr4
FABP1	85507317	85503587	chr4
THNSL2	85515377	85523284	chr4
LOC101748430	85581852	85580469	chr4
FOXI3	85600060	85595988	chr4
LOC422928	85617880	85631305	chr4
LOC422929	85641044	85649778	chr4
EIF2AK3	85689680	85649001	chr4
RPIA	85694550	85709256	chr4
SUCLG1	85721719	85737214	chr4
LOC101748784	86112526	86117454	chr4
LOC101748825	86146204	86144969	chr4
LOC101748866	86530376	86511891	chr4
LOC101748906	86540149	86538666	chr4
LOC101748947	86806612	86816715	chr4
CTNNA2	87402362	86948181	chr4
LRRTM1	87092909	87095901	chr4
LOC101748980	87402526	87409437	chr4
LOC101749106	87703056	87708497	chr4
LOC101749155	87834092	87842165	chr4
ADRA1D	87863323	87903222	chr4
SMOX	87968495	87924269	chr4
RNF24	88024249	88046354	chr4
PANK2	88055971	88046544	chr4
MIR103-2	88047865	88047783	chr4
MAVS	88064033	88056555	chr4
PTPRA	88066851	88164885	chr4
LOC101749764	88132338	88133984	chr4
MRPS26	88165875	88171214	chr4
OXT	88174643	88171436	chr4
AVP	88177024	88175451	chr4
UBOX5	88188719	88181242	chr4
FASTKD5	88195994	88189320	chr4
PROSAPIP1	88239645	88204519	chr4
LOC101750193	88252356	88250024	chr4
LOC101750242	88262062	88256726	chr4
DDRGK1	88294379	88264100	chr4
MIR146C-1	88268364	88268236	chr4
LOC101750279	88298560	88307663	chr4
LOC422942	88374156	88366201	chr4
SLC4A11	88475982	88384947	chr4
LOC101750579	88553819	88545602	chr4
LOC101750612	88561494	88576444	chr4
C4H20ORF194	88654180	88588636	chr4
MIR1684	88603026	88602925	chr4
TRNAL-CAG	88619031	88619113	chr4
MIR1654-1	88719865	88719958	chr4
ATRN	88730444	88842815	chr4
GFRA4	88913976	88848471	chr4
LOC101750886	89048564	89051114	chr4
ADAM33	89113736	89090139	chr4
ALMS1	89171564	89119738	chr4
EGR4	89193433	89196258	chr4
FBXO41	89198667	89214597	chr4
CCT7	89225368	89215333	chr4
PRADC1	89225634	89228181	chr4
SMYD5	89236781	89228433	chr4
GNOT1	89241342	89237871	chr4
LOC396117	89252036	89249757	chr4
RAB11FIP5	89260766	89286974	chr4
SFXN5	89290601	89368867	chr4
EMX1	89377857	89370073	chr4
SPR	89393996	89390874	chr4
LOC101751985	89401673	89399576	chr4
EXOC6B	89402357	89644028	chr4
CYP26B1	89661078	89687255	chr4
LOC422956	89830822	89824691	chr4
LOC101752266	89867697	89871512	chr4
DYSF	90212081	90155990	chr4
NAT8B	38	863	chr4_random
VPS16	1466	10598	chr4_random
IDH3B	10837	17921	chr4_random
NOP56	22065	18852	chr4_random
LOC101751473	38496	26165	chr4_random
DCTN1	81630	49195	chr4_random
NAT8	64950	66028	chr4_random
LOC101751597	68747	74276	chr4_random
LOC422924	102627	101100	chr4_random
AUP1	115417	123258	chr4_random
DQX1	125936	131938	chr4_random
LOC101747944	133431	135695	chr4_random
LOC429518	180804	150306	chr4_random
TLX2	161903	160732	chr4_random
LOC101752280	185104	185996	chr4_random
C4H2ORF65	195000	216981	chr4_random
DOK1	227567	220474	chr4_random
LOC101751888	242437	236863	chr4_random
LOC430422	250681	266628	chr4_random
LOXL3	267667	281183	chr4_random
HTRA2	290324	283228	chr4_random
LOC101747820	292824	296096	chr4_random
LOC101748140	456513	455977	chr4_random
LOC100859428	408603	402604	chr4_random
LOC100859468	347022	352543	chr4_random
EPS8L2	2898	19700	chr5
TALDO1	21739	26781	chr5
PDDC1	47296	37604	chr5
CEND1	65947	57294	chr5
NLRP3	67726	72754	chr5
AIP	75090	76925	chr5
PITPNM1	85899	77532	chr5
CABP2	90676	87693	chr5
NDUFV1	91275	93897	chr5
NUDT8	96635	93903	chr5
MTCH2	99300	96629	chr5
AGBL2	103177	100145	chr5
FNBP4	113031	103357	chr5
NUP160	133598	113114	chr5
PLEKHG3	134824	141772	chr5
SPTB	159273	142873	chr5
CHURC1	162545	164049	chr5
GPX2	165275	164489	chr5
LOC429955	166804	166286	chr5
UNC93B1	179990	176231	chr5
LOC428812	178809	188447	chr5
ALDH3B1	188600	195346	chr5
LOC769478	196163	199274	chr5
NDUFS8	199413	201196	chr5
TCIRG1	202215	207881	chr5
TBX10	209605	207944	chr5
LOC101751605	222843	218471	chr5
LOC428816	225230	227170	chr5
OR8D4	228821	229819	chr5
COR4	237051	237989	chr5
COR8	245166	242634	chr5
FEN1	247884	245199	chr5
C5H11ORF10	247987	249859	chr5
C5H11ORF9	289763	250904	chr5
DAGLA	356364	298354	chr5
CYBASC3	373806	375559	chr5
SYT7	377154	387846	chr5
LRRC10B	389926	388103	chr5
LOC426015	392286	390585	chr5
CPSF7	392236	399059	chr5
TMEM216	401397	395563	chr5
TMEM138	403923	401589	chr5
VWCE	404052	408070	chr5
DAK	409747	408174	chr5
LOC100857834	412965	410849	chr5
DDB1	412879	426921	chr5
PGA	437190	434992	chr5
VPS37C	441639	445453	chr5
CD5	448856	445426	chr5
CD6	454167	450553	chr5
PRPF19	462591	465755	chr5
ZP1	470284	465888	chr5
BAAT	474006	471495	chr5
CCDC86	476422	474513	chr5
MS4A15	482376	476483	chr5
GIF	484714	487401	chr5
MRPL16	489834	491030	chr5
STX3	495897	491720	chr5
OSBP	495533	502529	chr5
LOC101747893	503051	506748	chr5
CABP4	510004	507408	chr5
LOC776194	512432	515911	chr5
LOC100857606	523256	522411	chr5
TMEM80	543735	538487	chr5
DEAF1	543852	563058	chr5
DRD4	569911	561678	chr5
SCT	578366	581693	chr5
CDHR5	583518	595648	chr5
BUB1B	601766	626006	chr5
PAK6	633906	660824	chr5
PLCB2	701829	662770	chr5
C5H15ORF52	758670	716064	chr5
DISP2	772772	792295	chr5
C15ORF23	792319	797333	chr5
IVD	797517	813243	chr5
BAHD1	851698	863662	chr5
CHST14	873445	875880	chr5
PRLHR2	897027	895970	chr5
C5H15ORF57	910999	903822	chr5
LOC423008	911237	915203	chr5
RPUSD2	915420	916942	chr5
CASC5	920968	949186	chr5
RAD51	950879	957935	chr5
CYP1B1	959097	963099	chr5
FAM82A2	999049	967507	chr5
MIR1808	983825	983735	chr5
GCHFR	1003403	1011083	chr5
DNAJC17	1027613	1011302	chr5
C5H15ORF62	1012799	1015116	chr5
OR8U1	1033918	1032980	chr5
LOC428831	1041077	1042292	chr5
COR3	1046097	1047269	chr5
COR1	1050324	1051280	chr5
LOC101747931	1058312	1064923	chr5
LUZP2	1274845	1107982	chr5
LOC428827	1386109	1385168	chr5
COR6	1389135	1388197	chr5
OR5AS1	1398480	1393451	chr5
LOC428824	1416367	1400186	chr5
LOC770492	1427264	1420581	chr5
MRPL21	1452070	1434907	chr5
IGHMBP2	1452080	1486840	chr5
SYT12	1494322	1487956	chr5
PTDSS2	1534286	1498707	chr5
ANO9	1534462	1551962	chr5
SIGIRR	1555415	1560214	chr5
PKP3	1568385	1560310	chr5
B4GALNT4	1592826	1572192	chr5
LOC770612	1592832	1594150	chr5
LOC422993	1596290	1597850	chr5
IFITM5	1600194	1601763	chr5
ATHL1	1612632	1601860	chr5
LOC101749471	1614515	1615787	chr5
PSMD13	1625769	1616927	chr5
SIRT3	1625871	1630003	chr5
RIC8A	1643199	1632144	chr5
BET1L	1643314	1647648	chr5
C5H11ORF2	1655562	1648747	chr5
NADSYN1	1673396	1655753	chr5
DHCR7	1673770	1680338	chr5
ZDHHC13	1685123	1698403	chr5
CSRP3	1709220	1699239	chr5
E2F8	1719251	1710063	chr5
LOC101750232	1738202	1726008	chr5
NAV2	1738571	2041183	chr5
DBX1	2049582	2045883	chr5
LOC101750314	2113983	2106196	chr5
LOC101750277	2122456	2114011	chr5
PRMT3	2129823	2184619	chr5
SLC6A5	2205988	2232768	chr5
NELL1	2243323	2526390	chr5
MIR1775	2455690	2455778	chr5
ANO5	2760045	2792484	chr5
SLC17A6	2812894	2841749	chr5
FANCF	2947429	2945894	chr5
GAS2	2966881	3055075	chr5
LOC771022	3063054	3058806	chr5
LOC101750802	3072573	3077418	chr5
LOC101750899	3200740	3188075	chr5
ANO3	3278738	3399446	chr5
SLC5A12	3423340	3407070	chr5
FIBIN	3505430	3507128	chr5
BBOX1	3522789	3561397	chr5
CCDC34	3645928	3625254	chr5
LGR4	3710578	3650109	chr5
LIN7B	3726961	3714444	chr5
BDNF	3758132	3757293	chr5
LOC101751437	3851217	3845276	chr5
MIR1760	3859360	3859452	chr5
KIF18A	3920025	3877671	chr5
METTL15	3920802	4022465	chr5
LOC101751516	4058812	4060795	chr5
LOC101751630	4345585	4336780	chr5
LOC101751671	4456225	4452663	chr5
KCNA4	4506991	4502305	chr5
